market_id,market_slug,market_name,question,description,category,tags,event_slug,event_title,volume,liquidity,closed,close_time,clob_token_ids,market_url
544096,will-harvey-weinstein-be-sentenced-to-between-20-and-30-years-in-prison,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,Will Harvey Weinstein be sentenced to between 20 and 30 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,,harvey-weinstein-prison-time,Harvey Weinstein prison time?,217987.6546909998,2461.60372,False,2025-12-31T12:00:00Z,"[""40689385937970031985272152180777653235879119412231903065658922913468759560353"", ""109223657334725476924710634471321315385389367621714474291402615707818729630121""]",https://polymarket.com/market/will-harvey-weinstein-be-sentenced-to-between-20-and-30-years-in-prison
544097,will-harvey-weinstein-be-sentenced-to-more-than-30-years-in-prison,Will Harvey Weinstein be sentenced to more than 30 years in prison?,Will Harvey Weinstein be sentenced to more than 30 years in prison?,"This market will resolve according to the prison sentence, if any, imposed on Harvey Weinstein as part of his ongoing New York retrial (People of the State of New York v. Harvey Weinstein) by July 31, 2026, 11:59 PM ET.

This market will resolve immediately based on the first sentence rendered in this case, regardless of any appeals. If Weinstein is found not guilty, there is a mistrial, or if the first sentencing does not include any jail or prison time, this market will resolve to ""No Prison Time.""

If no sentencing takes place by July 31, 2026, 11:59 PM ET, this market will also resolve to ""No Prison Time.""

If the sentence falls exactly between two brackets, then this market will resolve to the higher range bracket.

For the purposes of this market, it does not matter whether the sentence is concurrent or consecutive to any existing sentence Weinstein is already serving. The market will resolve based on the total prison sentence imposed in this case.

The primary resolution source for this market will be official information from the New York court system or other involved U.S. government sources; however, a consensus of credible reporting may also be used.",,,harvey-weinstein-prison-time,Harvey Weinstein prison time?,92387.2018,2160.99583,False,2025-12-31T12:00:00Z,"[""87036266705700330884624690101790543034325645582506946990660049003915176778714"", ""26608800110066527607246656145735191327716408714826934367635297922290688100618""]",https://polymarket.com/market/will-harvey-weinstein-be-sentenced-to-more-than-30-years-in-prison
558934,will-spain-win-the-2026-fifa-world-cup-963,Will Spain win the 2026 FIFA World Cup?,Will Spain win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",,,world-cup-winner,World Cup Winner ,120874202.09045428,6209927.23884,False,2026-07-20T00:00:00Z,"[""4394372887385518214471608448209527405727552777602031099972143344338178308080"", ""112680630004798425069810935278212000865453267506345451433803052322987302357330""]",https://polymarket.com/market/will-spain-win-the-2026-fifa-world-cup-963
558938,will-argentina-win-the-2026-fifa-world-cup-245,Will Argentina win the 2026 FIFA World Cup?,Will Argentina win the 2026 FIFA World Cup?,"This market will resolve according to the national team that wins the 2026 FIFA World Cup.

If at any point it becomes impossible for this team to win the FIFA World Cup based on the rules of FIFA (e.g., they are eliminated in the knockout stage), this market will resolve immediately to “No”.

If the 2026 FIFA World Cup is permanently canceled or has not been completed by October 13, 2026, 11:59 PM this market will resolve to “Other”.

The primary resolution source will be official information from FIFA, however, a consensus of credible reporting may also be used.",,,world-cup-winner,World Cup Winner ,152060708.49849296,6145013.67189,False,2026-07-20T00:00:00Z,"[""18812649149814341758733697580460697418474693998558159483117100240528657629879"", ""115428153746996892211798999366308897078723117634059783423375188043903703749062""]",https://polymarket.com/market/will-argentina-win-the-2026-fifa-world-cup-245
559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,Xi Jinping out before 2027?,"This market will resolve to ""Yes"" if China's General Secretary of the Communist Party, Xi Jinping, is removed from power for any length of time between July 3, 2025, and December 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

CCP General Secretary Xi Jinping will be considered removed from power if he announces his resignation from his role as General Secretary, or is otherwise dismissed, detained, disqualified, or otherwise loses his position or is prevented from fulfilling his duties as General Secretary within this market's timeframe.

The primary resolution source for this market will be a consensus of credible reporting.",,,xi-jinping-out-before-2027,Xi Jinping out before 2027?,11351113.681297956,203646.59011,False,2026-12-31T00:00:00Z,"[""32338220190071351435772801779725302244575775216413325951443816017994629993401"", ""25659310674993675562345759665114759892400026242514633218387667107987341231962""]",https://polymarket.com/market/xi-jinping-out-before-2027
559652,will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,Will Gavin Newsom win the 2028 Democratic presidential nomination?,Will Gavin Newsom win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,26470061.851192307,410818.04914,False,2028-11-07T00:00:00Z,"[""54533043819946592547517511176940999955633860128497669742211153063842200957669"", ""87854174148074652060467921081181402357467303721471806610111179101805869578687""]",https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568
559653,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,13947922.507138142,318885.58863,False,2028-11-07T00:00:00Z,"[""107064985435494333113391038470401719113272800530429703182710416066774068907304"", ""65176072261324737856085688071627118509549293922582857186996392180609764586527""]",https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653
559654,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,11596353.266318588,392293.90012,False,2028-11-07T00:00:00Z,"[""91031279171981959197361710127213577102576826515163085396576756946418341946256"", ""18494065527924073750217237765784380365430319396356251245973222791140100738948""]",https://polymarket.com/market/will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687
559655,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,Will Josh Shapiro win the 2028 Democratic presidential nomination?,Will Josh Shapiro win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,9142418.59329016,422515.34569,False,2028-11-07T00:00:00Z,"[""71169839497420596285841847514123589847893415750912355173877524195175834054354"", ""55290827599553280245963175724940496753557722439999671239772487781170052583987""]",https://polymarket.com/market/will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977
559656,will-wes-moore-win-the-2028-democratic-presidential-nomination-714,Will Wes Moore win the 2028 Democratic presidential nomination?,Will Wes Moore win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,16844782.030675963,695276.75097,False,2028-11-07T00:00:00Z,"[""90227223115596293448966158151606153337847900483048338623540402385929720677904"", ""105134691322323565615831879054043168027913414000042547943201361115853277749482""]",https://polymarket.com/market/will-wes-moore-win-the-2028-democratic-presidential-nomination-714
559657,will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,Will Stephen A. Smith win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,21440897.483584136,1288267.55085,False,2028-11-07T00:00:00Z,"[""60590045489347122735554346200880179420435533609307820342798544098823516727807"", ""76005700027045000587004110133818166617024719626220722682005164003117993034812""]",https://polymarket.com/market/will-stephen-a-smith-win-the-2028-democratic-presidential-nomination-914
559658,will-kamala-harris-win-the-2028-democratic-presidential-nomination-641,Will Kamala Harris win the 2028 Democratic presidential nomination?,Will Kamala Harris win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,12552556.639963929,295135.14589,False,2028-11-07T00:00:00Z,"[""38171024903091354977195167437673496224420673639143973968032407064172828043588"", ""26930844951471612827925270830087046333229637930899178134435055616497220846773""]",https://polymarket.com/market/will-kamala-harris-win-the-2028-democratic-presidential-nomination-641
559659,will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,Will Gretchen Whitmer win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,10929040.472077992,879980.19308,False,2028-11-07T00:00:00Z,"[""57761428076807364758801249497410455358987881775226117256631754592198558850468"", ""64300336035644500626313522990854070672468621241744347587785777226296613235598""]",https://polymarket.com/market/will-gretchen-whitmer-win-the-2028-democratic-presidential-nomination-676
559660,will-andy-beshear-win-the-2028-democratic-presidential-nomination-832,Will Andy Beshear win the 2028 Democratic presidential nomination?,Will Andy Beshear win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,12784811.67137993,431262.88185,False,2028-11-07T00:00:00Z,"[""26468656392978559668331516709623917078428425933265692717836103090220693717685"", ""26335362363448644358593284423242327477307616743233875606762153873424287882825""]",https://polymarket.com/market/will-andy-beshear-win-the-2028-democratic-presidential-nomination-832
559661,will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885,Will Jon Ossoff win the 2028 Democratic presidential nomination?,Will Jon Ossoff win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,12128230.421291891,292698.82234,False,2028-11-07T00:00:00Z,"[""70071592420137476676935286377781779672157004436137616627487590484756055232944"", ""107829893465244243112531790315844862173967342141753896250561816305880797209350""]",https://polymarket.com/market/will-jon-ossoff-win-the-2028-democratic-presidential-nomination-885
559662,will-mark-cuban-win-the-2028-democratic-presidential-nomination-329,Will Mark Cuban win the 2028 Democratic presidential nomination?,Will Mark Cuban win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,22726508.981024653,1881901.62098,False,2028-11-07T00:00:00Z,"[""58378309871183461257693288827678410871907006920578755035402846056315798427503"", ""55392527126713018429304496836617506663024188480522297953714346140749923557790""]",https://polymarket.com/market/will-mark-cuban-win-the-2028-democratic-presidential-nomination-329
559663,will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,Will J.B. Pritzker win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,15015039.59862595,537816.12546,False,2028-11-07T00:00:00Z,"[""103988345069738240821107916249290759786442703283901164377120414690701074137717"", ""108650988487983371520585351370999192979899647080710024226285750050382033453124""]",https://polymarket.com/market/will-jb-pritzker-win-the-2028-democratic-presidential-nomination-288
559664,will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914,Will Raphael Warnock win the 2028 Democratic presidential nomination?,Will Raphael Warnock win the 2028 Democratic presidential nomination?,"This market will resolve to “Yes” if the named individual wins and accepts the 2028 nomination of the Democratic Party for U.S. president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democratic Party sources.

Any replacement of the democratic nominee before election day will not change the resolution of the market.",,,democratic-presidential-nominee-2028,Democratic Presidential Nominee 2028,31743235.514157325,1824914.73523,False,2028-11-07T00:00:00Z,"[""52310257194926233099477326083312959938983447523839326865869372741334281264830"", ""88403451835230950222119400360490338078378790763472355557584611572247419676051""]",https://polymarket.com/market/will-raphael-warnock-win-the-2028-democratic-presidential-nomination-914
