market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
629690,Will the Democrats win the Texas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629708,Will the Republicans win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629397,Will the Democrats win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629628,Will the Republicans win the Rhode Island governor race in 2026?,False,unavailable,False,,,,no trades available for the window
562794,Will the Republican Party control the Senate after the 2026 Midterm elections?,False,unavailable,False,,,,no trades available for the window
630733,Will the Democrats win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
562793,Will the Democratic Party control the Senate after the 2026 Midterm elections?,False,unavailable,False,,,,no trades available for the window
629337,Will the Democrats win the Georgia governor race in 2026?,False,unavailable,False,,,,no trades available for the window
634892,Will the Republicans win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629040,Will Nithya Raman win the 2026 Los Angeles mayoral election?,False,unavailable,False,,,,no trades available for the window
601922,Will Luiz Inácio Lula da Silva qualify for Brazil's presidential runoff?,False,unavailable,False,,,,no trades available for the window
628940,Will Steve Hilton win the California Governor Election in 2026?,False,unavailable,False,,,,no trades available for the window
629571,Will the Republicans win the Oklahoma governor race in 2026?,False,unavailable,False,,,,no trades available for the window
622738,"Will Hyperliquid perform an airdrop by December 31, 2026? ",False,unavailable,False,,,,no trades available for the window
629667,Will the Republicans win the Tennessee governor race in 2026?,False,unavailable,False,,,,no trades available for the window
593977,Will Bernie endorse Alan Grayson for FL-Sen Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
630747,Will the Republicans win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630679,Will the Democrats win the Delaware Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629311,Will the Democrats win the Connecticut governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665262,Will Donald Trump visit Mexico in 2026?,False,unavailable,False,,,,no trades available for the window
630964,Will the Republicans win the Texas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
635004,Will David Bronson win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
630746,Will the Democrats win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
656312,Will OpenAI IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
665243,NATO article 5 before 2027?,False,unavailable,False,,,,no trades available for the window
631044,Will the Democrats win the Florida Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
665218,Israel and Saudi Arabia normalize relations before 2027?,False,unavailable,False,,,,no trades available for the window
620335,"Aziz Akhannouch out as Morocco Prime Minister by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
562830,"2026 Balance of Power: R Senate, D House",False,unavailable,False,,,,no trades available for the window
629324,Will the Democrats win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629478,Will the Republicans win the Minnesota governor race in 2026?,False,unavailable,False,,,,no trades available for the window
562828,"2026 Balance of Power: D Senate, D House",False,unavailable,False,,,,no trades available for the window
630790,Will the Democrats win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
608568,Will Fabian Ruiz win the 2026 Ballon d'Or?,False,unavailable,False,,,,no trades available for the window
630706,Will the Republicans win the Idaho Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
562831,"2026 Balance of Power: R Senate, R House",False,unavailable,False,,,,no trades available for the window
630666,Will the Democrats win the Colorado Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
608368,"Will OpenAI not IPO by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
630937,Will the Democrats win the South Dakota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629532,Will the Republicans win the New Mexico governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629312,Will the Republicans win the Connecticut governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630844,Will the Democrats win the New Hampshire Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
664885,Will Consensys IPO by December 31 2026?,False,unavailable,False,,,,no trades available for the window
630734,Will the Republicans win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629570,Will the Democrats win the Oklahoma governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629283,Will the Democrats win the Arkansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630721,Will the Republicans win the Illinois Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629733,Will the Democrats win the Wyoming governor race in 2026?,False,unavailable,False,,,,no trades available for the window
593983,Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
631045,Will the Republicans win the Florida Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630692,Will the Democrats win the Georgia Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630818,Will the Democrats win the Minnesota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630925,Will the Republicans win the South Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630858,Will the Republicans win the New Jersey Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
