market_id,market_name,anomaly_trigger_time_utc,price_before,price_after,max_abs_move,score_magnitude,score_speed,score_persistence,score_unusualness,time_to_close_bonus,concentration_available,concentration_tier,concentration_red_flag,concentration_bonus,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason,fingerprint_tier,fingerprint_red_flag,fingerprint_bonus,fingerprint_matched_wallets,anomaly_score,observations,anomaly_class
635012,Will Bernadette Wilson win the 2026 Alaska governor election?,2026-09-19T14:00:15Z,0.24,0.14,0.1,100.0,60.0,90.0,48.6,0.0,True,diffuse,False,0.0,0.084,0.2061,0.7566,wallet participation is diffuse,none,False,0.0,0,77.7,337,medium
631058,Will the Republicans win the Ohio Senate race in 2026?,2026-09-22T07:00:12Z,0.455,0.35,0.105,100.0,60.0,97.1,35.6,0.0,True,red_flag,True,1.0,0.1943,0.415,0.9176,"THICK market moved by a few wallets (top1=19%, top3=41%, gini=0.92)",none,False,0.0,0,77.5,337,medium
629398,Will the Republicans win the Iowa governor race in 2026?,2026-09-21T09:00:12Z,0.235,0.18,0.055,55.0,90.0,90.9,73.0,0.0,True,red_flag,True,1.0,0.1003,0.2229,0.8125,"THICK market moved by a few wallets (top1=10%, top3=22%, gini=0.81)",none,False,0.0,0,75.5,337,medium
629271,Will the Republicans win the Alabama governor race in 2026?,2026-09-21T08:00:14Z,0.9165,0.9695,0.053,53.0,100.0,70.1,85.8,0.0,True,diffuse,False,0.0,0.1201,0.2803,0.7051,wallet participation is diffuse,none,False,0.0,0,74.7,337,medium
629518,Will the Democrats win the New Hampshire governor race in 2026?,2026-09-20T09:00:12Z,0.104,0.039,0.065,65.0,92.0,63.7,76.7,0.0,True,diffuse,False,0.0,0.1144,0.2629,0.7507,wallet participation is diffuse,none,False,0.0,0,73.8,337,medium
651327,"Will Gavin Newsom announce a Presidential run by December 31, 2026?",2026-09-24T07:00:14Z,0.12,0.17,0.05,50.0,90.0,94.0,61.1,0.0,True,diffuse,False,0.0,0.089,0.2381,0.796,wallet participation is diffuse,none,False,0.0,0,71.0,337,medium
631057,Will the Democrats win the Ohio Senate race in 2026?,2026-09-22T06:00:13Z,0.545,0.635,0.09,90.0,50.0,94.4,30.2,0.0,True,red_flag,True,1.0,0.1681,0.4216,0.9361,"THICK market moved by a few wallets (top1=17%, top3=42%, gini=0.94)",none,False,0.0,0,69.9,337,weak
629413,Will the Republicans win the Kansas governor race in 2026?,2026-09-24T15:00:15Z,0.695,0.735,0.04,40.0,80.0,100.0,63.8,0.0,True,red_flag,True,1.0,0.3012,0.522,0.8337,"THICK market moved by a few wallets (top1=30%, top3=52%, gini=0.83)",none,False,0.0,0,67.8,337,weak
629324,Will the Democrats win the Florida governor race in 2026?,2026-09-22T18:00:17Z,0.205,0.265,0.06,60.0,60.0,100.0,48.6,0.0,True,red_flag,True,1.0,0.2747,0.4964,0.8917,"THICK market moved by a few wallets (top1=27%, top3=50%, gini=0.89)",none,False,0.0,0,66.7,337,weak
562793,Will the Democratic Party control the Senate after the 2026 Midterm elections?,2026-09-15T18:00:16Z,0.525,0.585,0.06,60.0,60.0,100.0,44.5,0.0,True,red_flag,True,1.0,0.1299,0.3278,0.9257,"THICK market moved by a few wallets (top1=13%, top3=33%, gini=0.93)",none,False,0.0,0,65.9,337,weak
656312,Will OpenAI IPO by December 31 2026?,2026-09-12T23:00:18Z,0.085,0.03,0.055,55.0,67.0,84.7,55.8,0.0,True,red_flag,True,1.0,0.0773,0.2141,0.8446,"THICK market moved by a few wallets (top1=8%, top3=21%, gini=0.84)",none,False,0.0,0,65.1,336,weak
629583,Will the Democrats win the Oregon governor race in 2026?,2026-09-14T22:00:15Z,0.845,0.895,0.05,50.0,80.0,71.7,65.8,0.0,True,diffuse,False,0.0,0.1761,0.3311,0.7921,wallet participation is diffuse,none,False,0.0,0,65.0,337,weak
665261,Will Donald Trump visit Canada in 2026?,2026-09-19T08:00:21Z,0.12,0.07,0.05,50.0,80.0,93.3,44.4,0.0,True,diffuse,False,0.0,0.0739,0.2038,0.6417,wallet participation is diffuse,none,False,0.0,0,65.0,336,weak
629519,Will the Republicans win the New Hampshire governor race in 2026?,2026-09-15T13:00:25Z,0.855,0.9,0.045,45.0,80.0,70.4,66.7,0.0,True,red_flag,True,1.0,0.317,0.4552,0.8043,"THICK market moved by a few wallets (top1=32%, top3=46%, gini=0.80)",none,False,0.0,0,64.2,337,weak
631018,Will the Republicans win the Mississippi Senate race in 2026?,2026-09-21T09:00:12Z,0.905,0.945,0.04,40.0,70.0,100.0,58.3,0.0,True,red_flag,True,1.0,0.278,0.4897,0.8648,"THICK market moved by a few wallets (top1=28%, top3=49%, gini=0.86)",none,False,0.0,0,64.2,337,weak
656313,OpenAI $1t+ IPO before 2027?,2026-09-13T11:00:17Z,0.075,0.026,0.049,49.0,70.0,79.9,58.3,0.0,True,red_flag,True,1.0,0.16,0.2899,0.8363,"THICK market moved by a few wallets (top1=16%, top3=29%, gini=0.84)",none,False,0.0,0,63.3,337,weak
629397,Will the Democrats win the Iowa governor race in 2026?,2026-09-21T09:00:11Z,0.775,0.825,0.05,50.0,70.0,75.0,58.3,0.0,True,diffuse,False,0.0,0.0725,0.1874,0.7588,wallet participation is diffuse,none,False,0.0,0,61.7,337,weak
630964,Will the Republicans win the Texas Senate race in 2026?,2026-09-15T19:00:16Z,0.495,0.445,0.05,50.0,60.0,93.3,46.9,0.0,True,red_flag,True,1.0,0.2185,0.3683,0.9103,"THICK market moved by a few wallets (top1=22%, top3=37%, gini=0.91)",none,False,0.0,0,61.5,337,weak
630845,Will the Republicans win the New Hampshire Senate race in 2026?,2026-09-18T22:00:20Z,0.155,0.195,0.04,40.0,60.0,100.0,50.0,0.0,True,red_flag,True,1.0,0.2431,0.4861,0.8841,"THICK market moved by a few wallets (top1=24%, top3=49%, gini=0.88)",none,False,0.0,0,60.0,337,weak
629325,Will the Republicans win the Florida governor race in 2026?,2026-09-24T19:00:14Z,0.725,0.78,0.055,55.0,50.0,90.9,35.5,0.0,True,red_flag,True,1.0,0.1555,0.2652,0.8642,"THICK market moved by a few wallets (top1=16%, top3=27%, gini=0.86)",none,False,0.0,0,58.0,337,weak
665218,Israel and Saudi Arabia normalize relations before 2027?,2026-09-23T11:00:18Z,0.11,0.07,0.04,40.0,60.0,91.7,46.9,0.0,True,red_flag,True,1.0,0.1078,0.2092,0.8335,"THICK market moved by a few wallets (top1=11%, top3=21%, gini=0.83)",none,False,0.0,0,57.7,337,weak
629720,Will the Democrats win the Wisconsin governor race in 2026?,2026-09-22T23:00:18Z,0.835,0.87,0.035,35.0,70.0,91.4,42.9,0.0,True,red_flag,True,1.0,0.1561,0.3339,0.8936,"THICK market moved by a few wallets (top1=16%, top3=33%, gini=0.89)",none,False,0.0,0,57.6,336,weak
562794,Will the Republican Party control the Senate after the 2026 Midterm elections?,2026-09-15T19:00:17Z,0.475,0.415,0.06,60.0,40.0,97.2,30.8,0.0,True,red_flag,True,1.0,0.0899,0.2467,0.9038,"THICK market moved by a few wallets (top1=9%, top3=25%, gini=0.90)",none,False,0.0,0,57.6,337,weak
562828,"2026 Balance of Power: D Senate, D House",2026-09-16T09:00:15Z,0.525,0.585,0.06,60.0,40.0,100.0,26.9,0.0,True,red_flag,True,1.0,0.1411,0.2413,0.9035,"THICK market moved by a few wallets (top1=14%, top3=24%, gini=0.90)",none,False,0.0,0,57.4,337,weak
629584,Will the Republicans win the Oregon governor race in 2026?,2026-09-14T23:00:15Z,0.155,0.105,0.05,50.0,60.0,72.0,50.0,0.0,True,diffuse,False,0.0,0.1119,0.2494,0.7807,wallet participation is diffuse,none,False,0.0,0,56.9,337,weak
629557,Will the Democrats win the Ohio governor race in 2026?,2026-09-21T12:00:14Z,0.565,0.61,0.045,45.0,50.0,97.8,39.2,0.0,True,red_flag,True,1.0,0.1141,0.2248,0.8176,"THICK market moved by a few wallets (top1=11%, top3=22%, gini=0.82)",none,False,0.0,0,56.6,337,weak
631017,Will the Democrats win the Mississippi Senate race in 2026?,2026-09-21T07:00:14Z,0.085,0.055,0.03,30.0,60.0,100.0,50.0,0.0,True,red_flag,True,1.0,0.237,0.4111,0.8192,"THICK market moved by a few wallets (top1=24%, top3=41%, gini=0.82)",none,False,0.0,0,56.5,336,weak
630844,Will the Democrats win the New Hampshire Senate race in 2026?,2026-09-18T22:00:22Z,0.845,0.805,0.04,40.0,50.0,100.0,41.7,0.0,True,red_flag,True,1.0,0.0986,0.232,0.8376,"THICK market moved by a few wallets (top1=10%, top3=23%, gini=0.84)",none,False,0.0,0,55.8,336,weak
629558,Will the Republicans win the Ohio governor race in 2026?,2026-09-23T15:00:18Z,0.415,0.38,0.035,35.0,60.0,85.7,50.0,0.0,True,red_flag,True,1.0,0.289,0.387,0.8822,"THICK market moved by a few wallets (top1=29%, top3=39%, gini=0.88)",none,False,0.0,0,55.4,337,weak
630963,Will the Democrats win the Texas Senate race in 2026?,2026-09-14T21:00:16Z,0.475,0.525,0.05,50.0,40.0,100.0,33.3,0.0,True,red_flag,True,1.0,0.0641,0.1517,0.884,"THICK market moved by a few wallets (top1=6%, top3=15%, gini=0.88)",none,False,0.0,0,55.2,337,weak
593977,Will Bernie endorse Alan Grayson for FL-Sen Nov 2 2026 ET?,2026-09-25T12:50:17Z,0.031,0.0695,0.0385,38.5,73.0,,60.8,0.0,True,diffuse,False,0.0,0.0907,0.192,0.6532,wallet participation is diffuse,none,False,0.0,0,54.9,336,weak
629270,Will the Democrats win the Alabama governor race in 2026?,2026-09-21T08:00:13Z,0.0675,0.029,0.0385,38.5,68.0,63.4,56.7,0.0,True,diffuse,False,0.0,0.2287,0.4527,0.7423,wallet participation is diffuse,none,False,0.0,0,54.5,337,weak
562830,"2026 Balance of Power: R Senate, D House",2026-09-24T13:00:18Z,0.255,0.305,0.05,50.0,40.0,100.0,29.7,0.0,True,red_flag,True,1.0,0.2795,0.4886,0.9144,"THICK market moved by a few wallets (top1=28%, top3=49%, gini=0.91)",none,False,0.0,0,54.4,336,weak
629721,Will the Republicans win the Wisconsin governor race in 2026?,2026-09-14T10:00:21Z,0.175,0.145,0.03,30.0,60.0,100.0,34.8,0.0,True,red_flag,True,1.0,0.2747,0.3712,0.8397,"THICK market moved by a few wallets (top1=27%, top3=37%, gini=0.84)",none,False,0.0,0,53.5,336,weak
562803,Will the Republican Party control the House after the 2026 Midterm elections?,2026-09-20T12:00:22Z,0.105,0.065,0.04,40.0,60.0,75.0,37.4,0.0,True,red_flag,True,1.0,0.1689,0.3915,0.9307,"THICK market moved by a few wallets (top1=17%, top3=39%, gini=0.93)",none,False,0.0,0,52.5,336,weak
634892,Will the Republicans win the Nebraska Senate race in 2026?,2026-09-13T00:00:20Z,0.685,0.65,0.035,35.0,70.0,57.1,45.9,0.0,True,red_flag,True,1.0,0.1995,0.4392,0.9082,"THICK market moved by a few wallets (top1=20%, top3=44%, gini=0.91)",none,False,0.0,0,51.4,337,weak
665262,Will Donald Trump visit Mexico in 2026?,2026-09-14T14:00:17Z,0.04,0.075,0.035,35.0,50.0,82.9,41.7,0.0,True,diffuse,False,0.0,0.1563,0.3699,0.7279,wallet participation is diffuse,none,False,0.0,0,49.7,336,subthreshold
664885,Will Consensys IPO by December 31 2026?,2026-09-14T11:00:14Z,0.032,0.061,0.029,29.0,57.0,76.2,47.5,0.0,True,diffuse,False,0.0,0.0702,0.1716,0.6957,wallet participation is diffuse,none,False,0.0,0,49.1,337,subthreshold
630833,Will an Independent win the Montana Senate race in 2026?,2026-09-23T09:00:33Z,0.0635,0.098,0.0345,34.5,40.0,95.7,33.3,0.0,True,diffuse,False,0.0,0.2079,0.3258,0.7658,wallet participation is diffuse,none,False,0.0,0,47.9,336,subthreshold
665224,Ukraine signs peace deal with Russia before 2027?,2026-09-15T15:00:18Z,0.085,0.115,0.03,30.0,40.0,100.0,31.7,0.0,True,red_flag,True,1.0,0.1164,0.2479,0.855,"THICK market moved by a few wallets (top1=12%, top3=25%, gini=0.85)",none,False,0.0,0,47.8,337,subthreshold
630939,Will Brian Bengs win the South Dakota Senate race in 2026?,2026-09-19T19:00:14Z,0.042,0.0675,0.0255,25.5,48.0,89.0,40.0,0.0,True,red_flag,True,1.0,0.3007,0.5916,0.5488,"THICK market moved by a few wallets (top1=30%, top3=59%, gini=0.55)",none,False,0.0,0,47.7,337,subthreshold
629412,Will the Democrats win the Kansas governor race in 2026?,2026-09-19T05:00:22Z,0.325,0.275,0.05,50.0,30.0,88.3,25.0,0.0,True,diffuse,False,0.0,0.0993,0.1915,0.7118,wallet participation is diffuse,none,False,0.0,0,47.7,336,subthreshold
630977,Will the Republicans win the Virginia Senate race in 2026?,2026-09-20T10:00:19Z,0.045,0.0165,0.0285,28.5,41.0,97.4,34.2,0.0,True,diffuse,False,0.0,0.2533,0.5273,0.7957,wallet participation is diffuse,none,False,0.0,0,46.5,336,subthreshold
562829,"2026 Balance of Power: D Senate, R House",2026-09-13T18:00:14Z,0.037,0.009,0.028,28.0,41.0,90.2,34.2,0.0,True,red_flag,True,1.0,0.2739,0.4336,0.8996,"THICK market moved by a few wallets (top1=27%, top3=43%, gini=0.90)",none,False,0.0,0,45.9,337,subthreshold
629465,Will the Republicans win the Michigan governor race in 2026?,2026-09-17T23:00:31Z,0.065,0.095,0.03,30.0,40.0,91.7,33.3,0.0,True,diffuse,False,0.0,0.1266,0.2344,0.7554,wallet participation is diffuse,none,False,0.0,0,45.5,337,subthreshold
630925,Will the Republicans win the South Carolina Senate race in 2026?,2026-09-16T04:00:17Z,0.855,0.875,0.02,20.0,40.0,100.0,33.3,0.0,True,red_flag,True,1.0,0.1844,0.3692,0.8765,"THICK market moved by a few wallets (top1=18%, top3=37%, gini=0.88)",none,False,0.0,0,44.7,336,subthreshold
629545,Will the Republicans win the New York governor race in 2026?,2026-09-20T07:00:17Z,0.065,0.045,0.02,20.0,40.0,100.0,33.3,0.0,True,red_flag,True,1.0,0.1741,0.3272,0.8487,"THICK market moved by a few wallets (top1=17%, top3=33%, gini=0.85)",none,False,0.0,0,44.7,337,subthreshold
608362,Will OpenAI’s market cap be less than $500B at market close on IPO day?,2026-09-13T16:00:15Z,0.0025,0.0325,0.03,30.0,43.0,77.0,35.8,0.0,True,diffuse,False,0.0,0.1017,0.2261,0.7703,wallet participation is diffuse,none,False,0.0,0,43.8,337,subthreshold
630883,Will the Democrats win the North Carolina Senate race in 2026?,2026-09-22T18:00:14Z,0.925,0.945,0.02,20.0,40.0,100.0,29.0,0.0,True,red_flag,True,1.0,0.1497,0.3979,0.8616,"THICK market moved by a few wallets (top1=15%, top3=40%, gini=0.86)",none,False,0.0,0,43.8,337,subthreshold
630884,Will the Republicans win the North Carolina Senate race in 2026?,2026-09-20T17:00:21Z,0.085,0.065,0.02,20.0,40.0,100.0,33.1,0.0,True,diffuse,False,0.0,0.0449,0.1249,0.7894,wallet participation is diffuse,none,False,0.0,0,43.6,337,subthreshold
630627,Will the Democrats win the Alabama Senate race in 2026?,2026-09-24T12:00:23Z,0.05,0.0225,0.0275,27.5,35.0,93.9,29.2,0.0,True,concentrated_thin,False,0.0,0.4777,0.5698,0.8173,"concentrated, but market is thin where concentration is unremarkable",none,False,0.0,0,43.0,337,subthreshold
630938,Will the Republicans win the South Dakota Senate race in 2026?,2026-09-11T15:00:35Z,0.959,0.939,0.02,20.0,40.0,91.2,33.3,0.0,True,red_flag,True,1.0,0.1508,0.4326,0.8367,"THICK market moved by a few wallets (top1=15%, top3=43%, gini=0.84)",none,False,0.0,0,42.9,337,subthreshold
630819,Will the Republicans win the Minnesota Senate race in 2026?,2026-09-17T00:00:22Z,0.095,0.07,0.025,25.0,40.0,80.0,32.5,0.0,True,red_flag,True,1.0,0.16,0.3111,0.8032,"THICK market moved by a few wallets (top1=16%, top3=31%, gini=0.80)",none,False,0.0,0,42.2,336,subthreshold
629628,Will the Republicans win the Rhode Island governor race in 2026?,2026-09-14T13:00:13Z,0.014,0.04,0.026,26.0,33.0,93.3,27.5,0.0,True,concentrated_thin,False,0.0,0.256,0.4555,0.8242,"concentrated, but market is thin where concentration is unremarkable",none,False,0.0,0,41.5,337,subthreshold
629531,Will the Democrats win the New Mexico governor race in 2026?,2026-09-21T08:00:17Z,0.925,0.95,0.025,25.0,40.0,80.0,33.3,0.0,True,concentrated_thin,False,0.0,0.1998,0.4588,0.823,"concentrated, but market is thin where concentration is unremarkable",none,False,0.0,0,41.4,335,subthreshold
665243,NATO article 5 before 2027?,2026-09-24T21:00:29Z,0.055,0.073,0.018,18.0,32.0,100.0,26.7,0.0,True,red_flag,True,1.0,0.1264,0.3137,0.8552,"THICK market moved by a few wallets (top1=13%, top3=31%, gini=0.86)",none,False,0.0,0,40.6,337,subthreshold
629653,Will the Democrats win the South Dakota governor race in 2026?,2026-09-22T04:00:17Z,0.0245,0.0475,0.023,23.0,30.0,100.0,25.0,0.0,True,diffuse,False,0.0,0.2664,0.442,0.7756,wallet participation is diffuse,none,False,0.0,0,40.5,335,subthreshold
629477,Will the Democrats win the Minnesota governor race in 2026?,2026-09-18T23:00:16Z,0.955,0.935,0.02,20.0,30.0,100.0,25.0,0.0,True,red_flag,True,1.0,0.1019,0.2472,0.8014,"THICK market moved by a few wallets (top1=10%, top3=25%, gini=0.80)",none,False,0.0,0,40.5,337,subthreshold
630924,Will the Democrats win the South Carolina Senate race in 2026?,2026-09-21T15:00:16Z,0.145,0.115,0.03,30.0,30.0,80.0,25.0,0.0,True,red_flag,True,1.0,0.3276,0.5541,0.9399,"THICK market moved by a few wallets (top1=33%, top3=55%, gini=0.94)",none,False,0.0,0,40.0,337,subthreshold
562802,Will the Democratic Party control the House after the 2026 Midterm elections?,2026-09-20T04:00:13Z,0.895,0.925,0.03,30.0,20.0,100.0,16.7,0.0,True,red_flag,True,1.0,0.4077,0.5105,0.9472,"THICK market moved by a few wallets (top1=41%, top3=51%, gini=0.95)",none,False,0.0,0,39.8,337,subthreshold
