market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
630679,Will the Democrats win the Delaware Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629478,Will the Republicans win the Minnesota governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665243,NATO article 5 before 2027?,False,unavailable,False,,,,no trades available for the window
593977,Will Bernie endorse Alan Grayson for FL-Sen Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
630747,Will the Republicans win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630692,Will the Democrats win the Georgia Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
616903,Will 1 Fed rate cut happen in 2026?,False,unavailable,False,,,,no trades available for the window
629324,Will the Democrats win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629557,Will the Democrats win the Ohio governor race in 2026?,False,unavailable,False,,,,no trades available for the window
664884,Will Consensys IPO by September 30 2026?,False,unavailable,False,,,,no trades available for the window
622738,"Will Hyperliquid perform an airdrop by December 31, 2026? ",False,unavailable,False,,,,no trades available for the window
631058,Will the Republicans win the Ohio Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630733,Will the Democrats win the Iowa Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629583,Will the Democrats win the Oregon governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630964,Will the Republicans win the Texas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630790,Will the Democrats win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629398,Will the Republicans win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629030,Will Karen Bass win the 2026 Los Angeles mayoral election?,False,unavailable,False,,,,no trades available for the window
635024,Will Bill Walker win the 2026 Alaska governor election?,False,unavailable,False,,,,no trades available for the window
630666,Will the Democrats win the Colorado Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
601920,Will any presidential candidate win outright in the first round of the Brazil election?,False,unavailable,False,,,,no trades available for the window
608368,"Will OpenAI not IPO by December 31, 2026?",False,unavailable,False,,,,no trades available for the window
562831,"2026 Balance of Power: R Senate, R House",False,unavailable,False,,,,no trades available for the window
630706,Will the Republicans win the Idaho Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629312,Will the Republicans win the Connecticut governor race in 2026?,False,unavailable,False,,,,no trades available for the window
631045,Will the Republicans win the Florida Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629532,Will the Republicans win the New Mexico governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630883,Will the Democrats win the North Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
634893,Will an independent win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
562828,"2026 Balance of Power: D Senate, D House",False,unavailable,False,,,,no trades available for the window
631057,Will the Democrats win the Ohio Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629283,Will the Democrats win the Arkansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629733,Will the Democrats win the Wyoming governor race in 2026?,False,unavailable,False,,,,no trades available for the window
631017,Will the Democrats win the Mississippi Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
634879,Will the Republicans win the Louisiana Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630791,Will the Republicans win the Massachusetts Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629570,Will the Democrats win the Oklahoma governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630898,Will the Democrats win the Oregon Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630858,Will the Republicans win the New Jersey Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630884,Will the Republicans win the North Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
562803,Will the Republican Party control the House after the 2026 Midterm elections?,False,unavailable,False,,,,no trades available for the window
665224,Ukraine signs peace deal with Russia before 2027?,False,unavailable,False,,,,no trades available for the window
629376,Will the Democrats win the Illinois governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630844,Will the Democrats win the New Hampshire Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
593983,Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
616904,Will 2 Fed rate cuts happen in 2026?,False,unavailable,False,,,,no trades available for the window
