market_id,market_name,concentration_available,concentration_tier,concentration_red_flag,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason
629690,Will the Democrats win the Texas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630964,Will the Republicans win the Texas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630772,Will the Democrats win the Maine Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629297,Will the Republicans win the Colorado governor race in 2026?,False,unavailable,False,,,,no trades available for the window
665218,Israel and Saudi Arabia normalize relations before 2027?,False,unavailable,False,,,,no trades available for the window
630938,Will the Republicans win the South Dakota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
608365,Will OpenAI’s market cap be between $1T and $1.25T at market close on IPO day?,False,unavailable,False,,,,no trades available for the window
664884,Will Consensys IPO by September 30 2026?,False,unavailable,False,,,,no trades available for the window
601922,Will Luiz Inácio Lula da Silva qualify for Brazil's presidential runoff?,False,unavailable,False,,,,no trades available for the window
665243,NATO article 5 before 2027?,False,unavailable,False,,,,no trades available for the window
630845,Will the Republicans win the New Hampshire Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630747,Will the Republicans win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629040,Will Nithya Raman win the 2026 Los Angeles mayoral election?,False,unavailable,False,,,,no trades available for the window
630692,Will the Democrats win the Georgia Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
634893,Will an independent win the Nebraska Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630693,Will the Republicans win the Georgia Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629351,Will the Republicans win the Hawaii governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630759,Will the Democrats win the Kentucky Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629398,Will the Republicans win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629413,Will the Republicans win the Kansas governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630746,Will the Democrats win the Kansas Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630924,Will the Democrats win the South Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629397,Will the Democrats win the Iowa governor race in 2026?,False,unavailable,False,,,,no trades available for the window
562828,"2026 Balance of Power: D Senate, D House",False,unavailable,False,,,,no trades available for the window
562802,Will the Democratic Party control the House after the 2026 Midterm elections?,False,unavailable,False,,,,no trades available for the window
629337,Will the Democrats win the Georgia governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629557,Will the Democrats win the Ohio governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629532,Will the Republicans win the New Mexico governor race in 2026?,False,unavailable,False,,,,no trades available for the window
630832,Will the Republicans win the Montana Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630819,Will the Republicans win the Minnesota Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629325,Will the Republicans win the Florida governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629708,Will the Republicans win the Vermont governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629426,Will the Republicans win the Maine governor race in 2026?,False,unavailable,False,,,,no trades available for the window
631018,Will the Republicans win the Mississippi Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
630925,Will the Republicans win the South Carolina Senate race in 2026?,False,unavailable,False,,,,no trades available for the window
629614,Will the Democrats win the Pennsylvania governor race in 2026?,False,unavailable,False,,,,no trades available for the window
593983,Will Trump endorse John Cornyn for TX-Sen by Nov 2 2026 ET?,False,unavailable,False,,,,no trades available for the window
562830,"2026 Balance of Power: R Senate, D House",False,unavailable,False,,,,no trades available for the window
629583,Will the Democrats win the Oregon governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629584,Will the Republicans win the Oregon governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629544,Will the Democrats win the New York governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629571,Will the Republicans win the Oklahoma governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629183,Will the Democrats win the Arizona governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629721,Will the Republicans win the Wisconsin governor race in 2026?,False,unavailable,False,,,,no trades available for the window
629477,Will the Democrats win the Minnesota governor race in 2026?,False,unavailable,False,,,,no trades available for the window
